# set xran [0.0:0.49497890310677745]
# plot for [ii=2:49] 'pyband.dat' u 1:ii with line lc rgb '#000' t ''
# 
    0.2533   -15.0033   -14.5784   -13.7996   -13.5849    -6.6375    -6.0072    -4.9675    -4.5924    -4.2910    -3.8894    -3.5804    -3.4994    -3.2013    -3.1362    -2.1602    -1.8297    -1.4644    -1.3083     1.0903     1.3792     1.4757     1.6153     1.8343     2.0272     2.6079     3.0867     5.0897     5.5998     6.7461     7.4164     7.7670     8.2967     8.6376     9.1280     9.2481     9.5072     9.7309    10.3839    10.4482    10.6980    11.0789    11.5424    11.6795    12.1188    12.5044    12.9632    13.2340    13.2843
    0.2605   -14.8896   -14.4783   -13.7507   -13.5407    -6.5316    -5.9390    -5.1308    -4.7018    -4.3928    -4.0345    -3.7747    -3.6639    -3.1396    -3.0664    -2.1529    -1.8554    -1.5581    -1.4364     1.0039     1.3481     1.4392     1.5890     1.8419     2.0744     2.7377     3.2468     5.2431     5.7436     6.9550     7.6225     7.9352     8.3051     8.5560     9.0532     9.1505     9.3991     9.7823    10.4748    10.5925    10.6792    11.0568    11.4356    11.6221    12.1822    12.6594    12.9852    13.0475    13.1182
    0.2677   -14.7695   -14.3728   -13.6991   -13.4941    -6.4331    -5.8891    -5.2751    -4.7911    -4.4918    -4.1923    -3.9666    -3.8106    -3.0971    -3.0119    -2.1550    -1.8939    -1.6548    -1.5459     0.9300     1.3085     1.4258     1.5859     1.8677     2.1297     2.8618     3.4021     5.4079     5.8952     7.1007     7.7371     8.0410     8.4050     8.5573     8.9586     9.0491     9.3032     9.8328    10.4971    10.7206    10.7479    10.9956    11.2706    11.4695    12.2987    12.6904    12.8034    13.0298    13.2973
    0.2750   -14.6440   -14.2628   -13.6454   -13.4456    -6.3511    -5.8696    -5.3857    -4.8558    -4.5938    -4.3662    -4.1455    -3.9298    -3.0834    -2.9824    -2.1675    -1.9449    -1.7413    -1.6303     0.8712     1.2733     1.4262     1.6077     1.9069     2.1909     2.9771     3.5487     5.5837     6.0542     7.1651     7.7879     8.0323     8.5282     8.6682     8.8939     8.9724     9.2571     9.8811    10.4731    10.7971    10.8292    10.8593    11.1360    11.3077    12.3221    12.6045    12.7489    13.2144    13.6550
    0.2822   -14.5147   -14.1499   -13.5902   -13.3956    -6.2972    -5.8902    -5.4450    -4.9005    -4.7057    -4.5506    -4.2954    -4.0202    -3.1061    -2.9872    -2.1914    -2.0078    -1.8036    -1.6869     0.8317     1.2534     1.4359     1.6498     1.9551     2.2565     3.0810     3.6838     5.7694     6.2199     7.1433     7.7971     7.9969     8.5558     8.6904     8.9429     9.0107     9.2984     9.9295    10.4423    10.5783    10.7711    10.8379    11.1469    11.2620    12.2191    12.5496    12.8345    13.3919    13.6833
    0.2894   -14.3829   -14.0352   -13.5340   -13.3449    -6.2817    -5.9429    -5.4486    -4.9656    -4.8057    -4.7344    -4.4011    -4.0857    -3.1680    -3.0310    -2.2277    -2.0793    -1.8351    -1.7156     0.8153     1.2557     1.4519     1.7065     2.0075     2.3249     3.1715     3.8049     5.9639     6.3910     7.0553     7.7193     8.0320     8.5023     8.6353     8.9516     9.1945     9.4234     9.9612    10.2692    10.4117    10.6593    10.8314    11.2233    11.3338    12.0946    12.5232    12.9439    13.5339    13.8210
    0.2966   -14.2503   -13.9204   -13.4777   -13.2939    -6.3055    -6.0048    -5.4128    -5.1081    -4.9370    -4.8150    -4.4626    -4.1306    -3.2652    -3.1119    -2.2775    -2.1556    -1.8384    -1.7198     0.8250     1.2842     1.4703     1.7724     2.0595     2.3944     3.2480     3.9110     6.1645     6.5663     6.9276     7.5917     8.0838     8.4508     8.5923     8.9652     9.3160     9.4979     9.9073    10.1659    10.2994    10.6427    10.8707    11.3131    11.4273    11.9734    12.5128    13.0446    13.5996    13.9689
    0.3038   -14.1186   -13.8070   -13.4218   -13.2434    -6.3568    -6.0609    -5.3652    -5.2826    -5.1138    -4.8056    -4.4911    -4.1580    -3.3902    -3.2223    -2.3425    -2.2330    -1.8196    -1.7047     0.8609     1.3393     1.4873     1.8425     2.1074     2.4633     3.3109     4.0021     6.3655     6.7386     6.7860     7.4472     8.0839     8.4477     8.5791     8.9948     9.2921     9.3671     9.9679    10.1214    10.3114    10.7291    10.9640    11.3918    11.5193    11.8547    12.5104    13.1463    13.5231    13.9376
    0.3110   -13.9898   -13.6966   -13.3671   -13.1939    -6.4179    -6.1069    -5.4765    -5.3644    -5.2166    -4.7862    -4.4965    -4.1707    -3.5347    -3.3530    -2.4229    -2.3094    -1.7846    -1.6745     0.9192     1.4172     1.5003     1.9099     2.1503     2.5294     3.3625     4.0799     6.5286     6.6538     6.9230     7.3019     8.0211     8.4698     8.6064     9.0093     9.1129     9.2664    10.0914    10.1240    10.3995    10.8883    11.1001    11.4476    11.6005    11.7514    12.5105    13.2570    13.3540    13.8179
    0.3182   -13.8657   -13.5911   -13.3144   -13.1461    -6.4750    -6.1410    -5.6538    -5.5111    -5.1752    -4.7667    -4.4868    -4.1716    -3.6920    -3.4965    -2.5156    -2.3858    -1.7369    -1.6308     0.9901     1.4985     1.5216     1.9645     2.1941     2.5898     3.4061     4.1472     6.4383     6.7475     7.0735     7.2031     7.9192     8.4772     8.6660     8.8321     9.0980     9.2633    10.1587    10.2361    10.4937    11.0924    11.2446    11.4528    11.6344    11.7464    12.5072    13.1234    13.3789    13.6431
